product id,product name,category,warehouse,location,quantity,price,supplier,status,last restocked
1337, widget c ,CLOTHING,Warehouse 3,Aisle 2,50,9.99,Supplier C,Out of Stock,15/01/2023
1871, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,100,19.99,Supplier B,In Stock,25/04/2023
1640, gadget z ,CLOTHING,Warehouse 3,Aisle 5,two hundred,29.99,Supplier A,Out of Stock,15/01/2023
1778, widget a ,CLOTHING,Warehouse 3,Aisle 1,two hundred,29.99,Supplier B,Low Stock,15/01/2023
1472, widget a ,CLOTHING,Warehouse 1,Aisle 1,50,28.310726172465966,Supplier A,Low Stock,20/12/2022
1945, widget a ,CLOTHING,Warehouse 2,Aisle 2,two hundred,29.99,Supplier C,In Stock,25/04/2023
1150, widget b ,CLOTHING,Warehouse 3,Aisle 5,two hundred,29.99,Supplier B,Out of Stock,05/03/2023
1989, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,100,19.99,Supplier B,In Stock,25/04/2023
1297, widget c ,TOYS,Warehouse 2,Aisle 5,300,9.99,Supplier C,Out of Stock,25/04/2023
1610, widget c ,CLOTHING,Warehouse 3,Aisle 5,300,19.99,Supplier D,In Stock,20/12/2022
1262, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,100,49.99,Supplier C,In Stock,15/01/2023
1763, gadget z ,CLOTHING,Warehouse 1,Aisle 4,50,29.99,Supplier C,Low Stock,20/12/2022
1143, widget c ,FURNITURE,Warehouse 2,Aisle 3,300,49.99,Supplier A,Out of Stock,15/01/2023
1345, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,50,29.99,Supplier D,In Stock,15/01/2023
1623, widget b ,FURNITURE,Warehouse 2,Aisle 4,300,29.99,Supplier B,Out of Stock,25/04/2023
1571, gadget x ,CLOTHING,Warehouse 3,Aisle 1,150,49.99,Supplier C,Out of Stock,15/01/2023
1253, widget c ,CLOTHING,Warehouse 1,Aisle 3,150,19.99,Supplier A,Out of Stock,20/12/2022
1651, gadget x ,FURNITURE,Warehouse 1,Aisle 4,two hundred,19.99,Supplier A,Low Stock,05/03/2023
1452, gadget y ,TOYS,Warehouse 1,Aisle 5,300,29.99,Supplier B,Low Stock,15/01/2023
1036, gadget z ,FURNITURE,Warehouse 3,Aisle 2,150,29.99,Supplier A,Low Stock,05/03/2023
1159, widget a ,TOYS,Warehouse 3,Aisle 1,50,49.99,Supplier A,In Stock,20/12/2022
1232, gadget y ,FURNITURE,Warehouse 2,Aisle 4,300,49.99,Supplier A,Low Stock,25/04/2023
1207, gadget z ,TOYS,Warehouse 3,Aisle 3,300,49.99,Supplier D,Low Stock,25/04/2023
1403, gadget z ,FURNITURE,Warehouse 2,Aisle 1,two hundred,29.99,Supplier C,Low Stock,15/01/2023
1627, widget a ,FURNITURE,Warehouse 1,Aisle 5,100,49.99,Supplier D,In Stock,25/04/2023
1586, gadget z ,CLOTHING,Warehouse 3,Aisle 4,150,29.99,Supplier A,In Stock,20/12/2022
1967, gadget y ,CLOTHING,Warehouse 3,Aisle 1,300,28.310726172465966,Supplier B,Low Stock,05/03/2023
1419, gadget x ,FURNITURE,Warehouse 2,Aisle 1,150,29.99,Supplier D,Low Stock,15/01/2023
1421, gadget y ,TOYS,Warehouse 1,Aisle 3,150,9.99,Supplier C,Low Stock,15/01/2023
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150,49.99,Supplier A,Low Stock,05/03/2023
1226, gadget y ,FURNITURE,Warehouse 1,Aisle 5,300,9.99,Supplier C,Out of Stock,20/12/2022
1111, gadget x ,FURNITURE,Warehouse 3,Aisle 5,two hundred,9.99,Supplier C,Out of Stock,15/01/2023
1509, gadget x ,TOYS,Warehouse 3,Aisle 2,300,29.99,Supplier D,Low Stock,05/03/2023
1472, gadget y ,ELECTRONICS,Warehouse 1,Aisle 1,100,19.99,Supplier A,Out of Stock,25/04/2023
1098, widget b ,ELECTRONICS,Warehouse 2,Aisle 4,300,49.99,Supplier C,Low Stock,25/04/2023
1860, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,150,28.310726172465966,Supplier C,In Stock,05/03/2023
1913, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,150,29.99,Supplier B,In Stock,15/01/2023
1895, gadget x ,FURNITURE,Warehouse 1,Aisle 4,300,28.310726172465966,Supplier B,Out of Stock,15/01/2023
1877, gadget x ,FURNITURE,Warehouse 2,Aisle 4,two hundred,28.310726172465966,Supplier A,Out of Stock,25/04/2023
1337, widget b ,CLOTHING,Warehouse 3,Aisle 5,two hundred,9.99,Supplier D,Low Stock,25/04/2023
1705, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50,49.99,Supplier B,Out of Stock,20/12/2022
1821, widget c ,TOYS,Warehouse 3,Aisle 1,100,28.310726172465966,Supplier B,Out of Stock,25/04/2023
1162, gadget y ,FURNITURE,Warehouse 3,Aisle 4,300,9.99,Supplier D,Low Stock,20/12/2022
1719, gadget x ,CLOTHING,Warehouse 3,Aisle 5,150,29.99,Supplier C,Out of Stock,15/01/2023
1956, widget c ,TOYS,Warehouse 3,Aisle 4,300,28.310726172465966,Supplier D,Out of Stock,20/12/2022
1680, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,50,49.99,Supplier C,Low Stock,20/12/2022
1579, gadget z ,TOYS,Warehouse 1,Aisle 1,50,28.310726172465966,Supplier B,Low Stock,20/12/2022
1800, widget b ,FURNITURE,Warehouse 1,Aisle 1,150,49.99,Supplier A,In Stock,15/01/2023
1397, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,50,9.99,Supplier A,Out of Stock,05/03/2023
1276, widget c ,TOYS,Warehouse 3,Aisle 5,150,49.99,Supplier A,Low Stock,20/12/2022
1815, gadget x ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,9.99,Supplier D,Low Stock,25/04/2023
1503, gadget y ,CLOTHING,Warehouse 2,Aisle 2,150,49.99,Supplier B,Out of Stock,15/01/2023
1391, widget b ,TOYS,Warehouse 2,Aisle 5,50,29.99,Supplier A,Out of Stock,05/03/2023
1134, widget a ,ELECTRONICS,Warehouse 3,Aisle 2,150,28.310726172465966,Supplier D,Out of Stock,20/12/2022
1194, widget a ,ELECTRONICS,Warehouse 3,Aisle 1,150,9.99,Supplier A,Low Stock,20/12/2022
1400, gadget x ,TOYS,Warehouse 1,Aisle 4,100,9.99,Supplier B,In Stock,25/04/2023
1639, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,50,29.99,Supplier C,Out of Stock,20/12/2022
1687, gadget x ,CLOTHING,Warehouse 1,Aisle 1,50,28.310726172465966,Supplier B,Out of Stock,05/03/2023
1954, gadget x ,CLOTHING,Warehouse 2,Aisle 1,150,49.99,Supplier C,Low Stock,05/03/2023
1882, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,50,19.99,Supplier B,Low Stock,20/12/2022
1374, widget b ,TOYS,Warehouse 1,Aisle 5,50,29.99,Supplier A,Out of Stock,25/04/2023
1021, widget a ,TOYS,Warehouse 3,Aisle 3,300,28.310726172465966,Supplier A,Low Stock,05/03/2023
1229, gadget z ,FURNITURE,Warehouse 2,Aisle 4,300,9.99,Supplier A,Low Stock,15/01/2023
1364, widget c ,FURNITURE,Warehouse 1,Aisle 2,300,9.99,Supplier C,In Stock,05/03/2023
1437, gadget z ,FURNITURE,Warehouse 1,Aisle 4,two hundred,49.99,Supplier D,Out of Stock,05/03/2023
1026, widget c ,CLOTHING,Warehouse 3,Aisle 4,50,28.310726172465966,Supplier A,Out of Stock,25/04/2023
1225, widget a ,FURNITURE,Warehouse 1,Aisle 2,two hundred,9.99,Supplier C,Out of Stock,25/04/2023
1276, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,50,28.310726172465966,Supplier D,Low Stock,20/12/2022
1608, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,150,28.310726172465966,Supplier C,Out of Stock,20/12/2022
1283, widget b ,CLOTHING,Warehouse 2,Aisle 2,150,49.99,Supplier D,Out of Stock,05/03/2023
1878, gadget z ,CLOTHING,Warehouse 2,Aisle 3,150,28.310726172465966,Supplier C,Low Stock,20/12/2022
1959, gadget x ,TOYS,Warehouse 3,Aisle 1,two hundred,29.99,Supplier A,Out of Stock,05/03/2023
1480, gadget z ,CLOTHING,Warehouse 1,Aisle 2,50,29.99,Supplier A,Out of Stock,05/03/2023
1452, widget a ,ELECTRONICS,Warehouse 1,Aisle 5,100,29.99,Supplier A,In Stock,05/03/2023
1658, widget c ,FURNITURE,Warehouse 1,Aisle 1,150,9.99,Supplier B,In Stock,20/12/2022
1191, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,28.310726172465966,Supplier C,Low Stock,05/03/2023
1048, widget a ,TOYS,Warehouse 2,Aisle 4,two hundred,28.310726172465966,Supplier B,Low Stock,20/12/2022
1016, gadget x ,TOYS,Warehouse 3,Aisle 5,50,28.310726172465966,Supplier D,Low Stock,25/04/2023
1157, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,50,29.99,Supplier B,Out of Stock,20/12/2022
1476, widget a ,ELECTRONICS,Warehouse 1,Aisle 3,50,9.99,Supplier C,Out of Stock,20/12/2022
1045, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,300,29.99,Supplier C,In Stock,20/12/2022
1744, gadget z ,TOYS,Warehouse 1,Aisle 3,150,28.310726172465966,Supplier A,Low Stock,05/03/2023
1036, widget b ,TOYS,Warehouse 3,Aisle 4,50,29.99,Supplier A,Out of Stock,05/03/2023
1496, widget b ,TOYS,Warehouse 2,Aisle 1,two hundred,28.310726172465966,Supplier C,In Stock,05/03/2023
1180, widget a ,CLOTHING,Warehouse 2,Aisle 2,300,28.310726172465966,Supplier B,Low Stock,15/01/2023
1606, widget c ,FURNITURE,Warehouse 2,Aisle 2,100,49.99,Supplier D,Low Stock,25/04/2023
1098, widget c ,FURNITURE,Warehouse 3,Aisle 4,two hundred,29.99,Supplier C,Out of Stock,20/12/2022
1115, widget c ,TOYS,Warehouse 2,Aisle 4,100,28.310726172465966,Supplier C,Low Stock,25/04/2023
1190, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,300,28.310726172465966,Supplier A,Low Stock,05/03/2023
1252, widget a ,CLOTHING,Warehouse 2,Aisle 4,50,29.99,Supplier A,In Stock,05/03/2023
1980, gadget x ,FURNITURE,Warehouse 3,Aisle 2,50,28.310726172465966,Supplier A,In Stock,05/03/2023
1927, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,150,19.99,Supplier B,In Stock,20/12/2022
1982, gadget y ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,19.99,Supplier D,Low Stock,25/04/2023
1160, widget a ,TOYS,Warehouse 1,Aisle 4,50,28.310726172465966,Supplier D,In Stock,25/04/2023
1255, widget a ,TOYS,Warehouse 2,Aisle 2,300,28.310726172465966,Supplier B,Out of Stock,05/03/2023
1322, gadget y ,FURNITURE,Warehouse 1,Aisle 3,two hundred,19.99,Supplier C,Out of Stock,05/03/2023
1127, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50,28.310726172465966,Supplier B,Low Stock,15/01/2023
1017, gadget z ,ELECTRONICS,Warehouse 3,Aisle 1,150,28.310726172465966,Supplier C,In Stock,15/01/2023
1565, widget b ,ELECTRONICS,Warehouse 3,Aisle 2,100,19.99,Supplier B,In Stock,25/04/2023
1569, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,50,29.99,Supplier D,Out of Stock,25/04/2023
1322, widget a ,TOYS,Warehouse 1,Aisle 2,100,9.99,Supplier A,In Stock,20/12/2022
1871, widget a ,FURNITURE,Warehouse 2,Aisle 1,100,28.310726172465966,Supplier B,Low Stock,20/12/2022
1685, gadget x ,CLOTHING,Warehouse 1,Aisle 2,300,28.310726172465966,Supplier D,In Stock,15/01/2023
1625, widget a ,CLOTHING,Warehouse 3,Aisle 2,300,28.310726172465966,Supplier A,In Stock,15/01/2023
1287, gadget x ,ELECTRONICS,Warehouse 2,Aisle 3,50,49.99,Supplier B,Out of Stock,15/01/2023
1638, widget a ,FURNITURE,Warehouse 3,Aisle 5,300,29.99,Supplier C,In Stock,05/03/2023
1154, widget a ,FURNITURE,Warehouse 3,Aisle 4,300,28.310726172465966,Supplier D,Out of Stock,05/03/2023
1489, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,two hundred,28.310726172465966,Supplier D,Low Stock,25/04/2023
1385, gadget z ,FURNITURE,Warehouse 2,Aisle 3,100,49.99,Supplier D,Low Stock,20/12/2022
1985, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,150,49.99,Supplier D,In Stock,20/12/2022
1784, widget c ,ELECTRONICS,Warehouse 2,Aisle 1,300,49.99,Supplier A,In Stock,25/04/2023
1103, widget c ,TOYS,Warehouse 1,Aisle 1,300,9.99,Supplier D,Out of Stock,15/01/2023
1928, gadget z ,TOYS,Warehouse 1,Aisle 4,two hundred,49.99,Supplier C,Out of Stock,05/03/2023
1810, gadget y ,TOYS,Warehouse 1,Aisle 1,two hundred,49.99,Supplier C,Low Stock,15/01/2023
1038, gadget y ,TOYS,Warehouse 3,Aisle 2,50,29.99,Supplier D,In Stock,20/12/2022
1681, widget c ,FURNITURE,Warehouse 2,Aisle 2,300,9.99,Supplier C,In Stock,20/12/2022
1537, widget a ,TOYS,Warehouse 1,Aisle 4,300,28.310726172465966,Supplier B,Out of Stock,15/01/2023
1866, gadget z ,CLOTHING,Warehouse 3,Aisle 4,300,29.99,Supplier B,In Stock,20/12/2022
1817, widget c ,FURNITURE,Warehouse 3,Aisle 1,50,9.99,Supplier C,In Stock,05/03/2023
1407, widget b ,CLOTHING,Warehouse 1,Aisle 1,two hundred,19.99,Supplier B,Low Stock,15/01/2023
1827, gadget x ,FURNITURE,Warehouse 1,Aisle 3,150,28.310726172465966,Supplier A,Out of Stock,05/03/2023
1505, widget a ,FURNITURE,Warehouse 1,Aisle 2,150,9.99,Supplier C,Out of Stock,05/03/2023
1902, widget b ,CLOTHING,Warehouse 1,Aisle 5,two hundred,19.99,Supplier A,Low Stock,25/04/2023
1824, gadget z ,TOYS,Warehouse 2,Aisle 2,150,9.99,Supplier C,Low Stock,20/12/2022
1684, widget c ,FURNITURE,Warehouse 3,Aisle 5,300,28.310726172465966,Supplier B,Low Stock,20/12/2022
1775, gadget y ,TOYS,Warehouse 3,Aisle 5,300,28.310726172465966,Supplier B,In Stock,25/04/2023
1511, widget c ,CLOTHING,Warehouse 2,Aisle 3,two hundred,29.99,Supplier A,Low Stock,20/12/2022
1399, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,50,9.99,Supplier C,Low Stock,05/03/2023
1971, widget c ,FURNITURE,Warehouse 1,Aisle 5,50,29.99,Supplier A,In Stock,20/12/2022
1882, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,300,49.99,Supplier A,In Stock,20/12/2022
1142, gadget x ,FURNITURE,Warehouse 2,Aisle 1,150,9.99,Supplier C,In Stock,20/12/2022
1091, widget a ,TOYS,Warehouse 2,Aisle 1,two hundred,28.310726172465966,Supplier A,In Stock,25/04/2023
1353, gadget x ,FURNITURE,Warehouse 3,Aisle 3,300,19.99,Supplier B,Out of Stock,25/04/2023
1833, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,100,28.310726172465966,Supplier A,In Stock,05/03/2023
1958, widget a ,FURNITURE,Warehouse 1,Aisle 4,300,19.99,Supplier D,In Stock,25/04/2023
1853, widget c ,TOYS,Warehouse 1,Aisle 4,300,9.99,Supplier B,Low Stock,15/01/2023
1050, widget c ,FURNITURE,Warehouse 2,Aisle 1,50,19.99,Supplier D,Low Stock,15/01/2023
1664, gadget y ,FURNITURE,Warehouse 2,Aisle 4,150,9.99,Supplier A,In Stock,20/12/2022
1697, gadget z ,FURNITURE,Warehouse 2,Aisle 3,50,19.99,Supplier A,Out of Stock,20/12/2022
1574, widget a ,FURNITURE,Warehouse 2,Aisle 4,50,9.99,Supplier D,Low Stock,15/01/2023
1189, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,150,9.99,Supplier A,Out of Stock,25/04/2023
1124, widget c ,FURNITURE,Warehouse 1,Aisle 2,100,19.99,Supplier A,Low Stock,20/12/2022
1149, widget c ,CLOTHING,Warehouse 2,Aisle 1,50,19.99,Supplier B,In Stock,05/03/2023
1313, widget a ,TOYS,Warehouse 1,Aisle 4,50,9.99,Supplier D,Out of Stock,05/03/2023
1341, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,150,19.99,Supplier D,Out of Stock,20/12/2022
1304, widget c ,CLOTHING,Warehouse 2,Aisle 1,two hundred,28.310726172465966,Supplier B,Low Stock,05/03/2023
1691, gadget z ,TOYS,Warehouse 1,Aisle 2,100,29.99,Supplier D,Low Stock,20/12/2022
1681, gadget z ,CLOTHING,Warehouse 2,Aisle 3,100,9.99,Supplier A,Low Stock,20/12/2022
1837, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,150,9.99,Supplier D,In Stock,05/03/2023
1782, gadget x ,FURNITURE,Warehouse 2,Aisle 2,300,29.99,Supplier A,Low Stock,15/01/2023
1053, gadget x ,CLOTHING,Warehouse 3,Aisle 4,300,49.99,Supplier A,In Stock,05/03/2023
1992, gadget y ,TOYS,Warehouse 2,Aisle 5,150,29.99,Supplier D,In Stock,05/03/2023
1052, widget b ,CLOTHING,Warehouse 2,Aisle 5,100,29.99,Supplier D,In Stock,20/12/2022
1571, widget b ,FURNITURE,Warehouse 3,Aisle 2,100,28.310726172465966,Supplier B,Out of Stock,05/03/2023
1004, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300,29.99,Supplier A,In Stock,05/03/2023
1773, widget c ,FURNITURE,Warehouse 1,Aisle 2,300,9.99,Supplier C,In Stock,25/04/2023
1876, gadget x ,FURNITURE,Warehouse 3,Aisle 2,50,49.99,Supplier A,In Stock,20/12/2022
1991, gadget y ,CLOTHING,Warehouse 1,Aisle 5,two hundred,28.310726172465966,Supplier D,Low Stock,20/12/2022
1046, widget b ,CLOTHING,Warehouse 2,Aisle 1,two hundred,29.99,Supplier A,Low Stock,15/01/2023
1822, gadget y ,TOYS,Warehouse 3,Aisle 1,50,29.99,Supplier B,Out of Stock,20/12/2022
1819, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,28.310726172465966,Supplier D,Out of Stock,25/04/2023
1655, widget b ,ELECTRONICS,Warehouse 2,Aisle 2,300,28.310726172465966,Supplier A,Out of Stock,20/12/2022
1268, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,two hundred,9.99,Supplier A,Out of Stock,15/01/2023
1635, gadget x ,ELECTRONICS,Warehouse 1,Aisle 1,150,29.99,Supplier A,Low Stock,05/03/2023
1656, gadget z ,TOYS,Warehouse 1,Aisle 5,300,28.310726172465966,Supplier A,In Stock,20/12/2022
1119, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,100,28.310726172465966,Supplier C,In Stock,05/03/2023
1603, gadget y ,FURNITURE,Warehouse 2,Aisle 3,300,9.99,Supplier C,Low Stock,05/03/2023
1057, gadget x ,ELECTRONICS,Warehouse 3,Aisle 5,150,19.99,Supplier D,In Stock,25/04/2023
1740, widget b ,CLOTHING,Warehouse 3,Aisle 2,two hundred,28.310726172465966,Supplier C,Out of Stock,20/12/2022
1790, widget b ,FURNITURE,Warehouse 1,Aisle 1,150,29.99,Supplier A,Out of Stock,15/01/2023
1126, gadget z ,FURNITURE,Warehouse 3,Aisle 5,150,19.99,Supplier C,Low Stock,20/12/2022
1907, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,150,49.99,Supplier C,Out of Stock,20/12/2022
1640, widget a ,TOYS,Warehouse 3,Aisle 5,two hundred,49.99,Supplier D,Low Stock,05/03/2023
1512, widget a ,TOYS,Warehouse 3,Aisle 4,two hundred,19.99,Supplier C,Out of Stock,05/03/2023
1750, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,300,19.99,Supplier B,Low Stock,25/04/2023
1095, widget b ,FURNITURE,Warehouse 1,Aisle 2,two hundred,29.99,Supplier B,Out of Stock,20/12/2022
1637, gadget y ,FURNITURE,Warehouse 1,Aisle 3,50,28.310726172465966,Supplier A,Out of Stock,15/01/2023
1559, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300,19.99,Supplier B,Out of Stock,25/04/2023
1600, gadget z ,ELECTRONICS,Warehouse 3,Aisle 5,300,49.99,Supplier B,Out of Stock,15/01/2023
1487, gadget z ,TOYS,Warehouse 3,Aisle 1,150,9.99,Supplier D,Out of Stock,20/12/2022
1236, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,300,19.99,Supplier A,In Stock,20/12/2022
1884, gadget z ,CLOTHING,Warehouse 2,Aisle 4,two hundred,9.99,Supplier B,In Stock,05/03/2023
1896, gadget x ,FURNITURE,Warehouse 2,Aisle 4,300,19.99,Supplier D,Low Stock,25/04/2023
1271, widget b ,TOYS,Warehouse 2,Aisle 5,50,49.99,Supplier A,In Stock,05/03/2023
1703, gadget y ,TOYS,Warehouse 3,Aisle 1,300,9.99,Supplier A,Low Stock,25/04/2023
1789, widget c ,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,49.99,Supplier A,Low Stock,15/01/2023
1246, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,28.310726172465966,Supplier A,Out of Stock,05/03/2023
1962, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150,49.99,Supplier D,In Stock,15/01/2023
1075, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,19.99,Supplier A,Low Stock,25/04/2023
1153, gadget x ,TOYS,Warehouse 1,Aisle 4,100,29.99,Supplier D,Out of Stock,15/01/2023
1655, widget a ,CLOTHING,Warehouse 3,Aisle 5,300,49.99,Supplier C,Low Stock,15/01/2023
1434, gadget z ,FURNITURE,Warehouse 1,Aisle 3,150,29.99,Supplier C,Out of Stock,20/12/2022
1996, widget b ,FURNITURE,Warehouse 3,Aisle 2,100,19.99,Supplier C,Low Stock,20/12/2022
1085, widget a ,TOYS,Warehouse 1,Aisle 4,two hundred,28.310726172465966,Supplier A,In Stock,15/01/2023
1973, gadget z ,FURNITURE,Warehouse 2,Aisle 1,100,29.99,Supplier C,In Stock,25/04/2023
1219, widget b ,FURNITURE,Warehouse 2,Aisle 2,two hundred,49.99,Supplier D,Low Stock,05/03/2023
1068, gadget x ,FURNITURE,Warehouse 3,Aisle 2,150,19.99,Supplier D,Out of Stock,20/12/2022
1046, gadget y ,FURNITURE,Warehouse 1,Aisle 5,100,9.99,Supplier D,In Stock,15/01/2023
1957, gadget y ,TOYS,Warehouse 3,Aisle 2,two hundred,19.99,Supplier C,Low Stock,20/12/2022
1217, widget c ,CLOTHING,Warehouse 3,Aisle 1,150,19.99,Supplier D,Out of Stock,15/01/2023
1473, widget b ,FURNITURE,Warehouse 1,Aisle 5,100,29.99,Supplier D,In Stock,25/04/2023
1550, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300,49.99,Supplier B,Low Stock,20/12/2022
1611, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50,19.99,Supplier A,Out of Stock,05/03/2023
1253, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,100,19.99,Supplier A,In Stock,15/01/2023
1733, widget a ,CLOTHING,Warehouse 3,Aisle 5,50,9.99,Supplier B,Low Stock,05/03/2023
1356, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,9.99,Supplier B,In Stock,25/04/2023
1761, gadget x ,CLOTHING,Warehouse 3,Aisle 3,50,28.310726172465966,Supplier D,Out of Stock,15/01/2023
1521, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,100,29.99,Supplier B,Low Stock,05/03/2023
1757, widget b ,TOYS,Warehouse 1,Aisle 5,300,29.99,Supplier D,Low Stock,15/01/2023
1836, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150,28.310726172465966,Supplier A,In Stock,25/04/2023
1099, widget b ,CLOTHING,Warehouse 1,Aisle 4,150,9.99,Supplier C,In Stock,25/04/2023
1801, gadget x ,TOYS,Warehouse 1,Aisle 2,100,9.99,Supplier D,Low Stock,25/04/2023
1179, gadget z ,TOYS,Warehouse 2,Aisle 3,100,19.99,Supplier B,Low Stock,20/12/2022
1222, widget c ,CLOTHING,Warehouse 2,Aisle 3,150,49.99,Supplier D,Out of Stock,25/04/2023
1905, widget a ,TOYS,Warehouse 2,Aisle 5,300,49.99,Supplier D,Out of Stock,25/04/2023
1761, widget c ,FURNITURE,Warehouse 2,Aisle 4,50,49.99,Supplier D,Out of Stock,20/12/2022
1441, gadget x ,FURNITURE,Warehouse 3,Aisle 5,100,49.99,Supplier A,Low Stock,15/01/2023
1768, widget b ,TOYS,Warehouse 1,Aisle 4,two hundred,19.99,Supplier C,Out of Stock,15/01/2023
1324, gadget y ,TOYS,Warehouse 1,Aisle 2,300,28.310726172465966,Supplier B,Low Stock,05/03/2023
1515, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,300,19.99,Supplier B,In Stock,15/01/2023
1335, gadget x ,TOYS,Warehouse 3,Aisle 5,100,28.310726172465966,Supplier A,Low Stock,15/01/2023
1758, widget a ,TOYS,Warehouse 1,Aisle 5,150,28.310726172465966,Supplier B,Low Stock,15/01/2023
1987, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,300,49.99,Supplier D,In Stock,05/03/2023
1159, gadget z ,TOYS,Warehouse 1,Aisle 3,150,29.99,Supplier C,Out of Stock,15/01/2023
1474, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,300,49.99,Supplier D,Low Stock,15/01/2023
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50,49.99,Supplier D,Low Stock,15/01/2023
1689, gadget x ,TOYS,Warehouse 2,Aisle 1,150,19.99,Supplier C,Out of Stock,05/03/2023
1674, gadget x ,CLOTHING,Warehouse 1,Aisle 3,300,29.99,Supplier B,Out of Stock,25/04/2023
1379, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,29.99,Supplier B,In Stock,20/12/2022
1544, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,300,28.310726172465966,Supplier D,Out of Stock,15/01/2023
1928, gadget x ,FURNITURE,Warehouse 1,Aisle 4,150,49.99,Supplier B,In Stock,05/03/2023
1956, widget c ,TOYS,Warehouse 1,Aisle 2,300,28.310726172465966,Supplier A,In Stock,25/04/2023
1690, widget a ,FURNITURE,Warehouse 3,Aisle 5,300,49.99,Supplier D,Out of Stock,05/03/2023
1612, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,300,28.310726172465966,Supplier D,Out of Stock,25/04/2023
1267, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300,9.99,Supplier A,In Stock,05/03/2023
1576, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,49.99,Supplier B,Out of Stock,05/03/2023
1416, widget a ,CLOTHING,Warehouse 2,Aisle 1,50,49.99,Supplier D,Out of Stock,05/03/2023
1167, widget b ,FURNITURE,Warehouse 3,Aisle 5,50,9.99,Supplier B,Out of Stock,25/04/2023
1042, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,100,9.99,Supplier D,In Stock,15/01/2023
1555, widget a ,TOYS,Warehouse 2,Aisle 5,50,9.99,Supplier B,Low Stock,20/12/2022
1284, widget a ,CLOTHING,Warehouse 1,Aisle 5,150,49.99,Supplier A,Out of Stock,25/04/2023
1011, widget a ,CLOTHING,Warehouse 3,Aisle 1,300,9.99,Supplier D,Low Stock,05/03/2023
1301, gadget y ,FURNITURE,Warehouse 3,Aisle 1,100,28.310726172465966,Supplier D,In Stock,20/12/2022
1897, widget c ,CLOTHING,Warehouse 3,Aisle 4,100,9.99,Supplier B,Out of Stock,20/12/2022
